lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
codex,Codex,gpt-baseline-medium,M006,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the strongest match because the retailer-manufacturer setup and L definition belong to the simple-supply-chain section.
claude,Claude,gpt-baseline-medium,M007,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,"Retailer calculates y_{t+1}, places q_{t+1}, demand observed/backlogged -> Order of Events. Key D. Distractors Quantifying, Decentralized, Simple Supply Chain are all plausible. Good question."
codex,Codex,gpt-baseline-medium,M007,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the best section match because the description is explicitly about the order-of-events sequence.
claude,Claude,gpt-baseline-medium,M008,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Policy approximates optimal under normal demand + order-up-to policy based on inventory position -> Inventory Policy. Key D. Distractors: Bullwhip M.I., Order of Events, Decentralized. Clean section attribution."
codex,Codex,gpt-baseline-medium,M008,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the only option that directly matches the order-up-to policy description and the normal-demand approximation statement.
claude,Claude,gpt-baseline-medium,M009,gpt-baseline,gpt/baseline,medium,A,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,Longer LT requires more demand data + variability = increasing function of LT and smoothing parameter -> Bullwhip M.I. (unit 14). Key A. Distinguishes from unit 21 which has different content. Distractor C (Quantifying) plausible.
codex,Codex,gpt-baseline-medium,M009,gpt-baseline,gpt/baseline,medium,A,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A best matches because both statements are the managerial insights about lead time and smoothing parameter effects on the bullwhip effect.
claude,Claude,gpt-baseline-medium,M010,gpt-baseline,gpt/baseline,medium,C,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,"Complex models increase variability + centralized info reduces but not eliminates bullwhip -> Bullwhip M.I. (unit 21). Key C. Distinguishes from unit 14. Distractor B (Order of Events) less plausible, but B (Decentralized) removed. Good question."
codex,Codex,gpt-baseline-medium,M010,gpt-baseline,gpt/baseline,medium,C,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"C is the correct section match because both statements are managerial insights about model complexity and centralized information reducing, but not eliminating, the bullwhip effect."
claude,Claude,gpt-baseline-medium,M011,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,Retailer doesn't share demand data + stage i estimates from stage i-1 orders -> Decentralized Information. Key D. Distractor A (Quantifying) is plausible since both cover multi-stage bullwhip. Strong distractor quality.
codex,Codex,gpt-baseline-medium,M011,gpt-baseline,gpt/baseline,medium,D,Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the best section match because both statements describe the decentralized-information case exactly.
claude,Claude,gpt-baseline-medium,M012,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Transaction motive + economies of scale as reasons to hold inventory -> Reasons for Holding Inventory. Key A. Distractors: Planned Backorders, Dimensions, Inventory Costs."
codex,Codex,gpt-baseline-medium,M012,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the strongest match because both details are part of the reasons-for-holding-inventory discussion.
claude,Claude,gpt-baseline-medium,M013,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Physical system locations + decision variables including pricing/capacity/quality -> Dimensions of Inventory Models. Key A. Distractors: Planned Backorders, Quantity Discounts, Reasons for Holding."
codex,Codex,gpt-baseline-medium,M013,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the correct section because both the physical-system dimension and the broader decision-variable list belong to dimensions of inventory models.
claude,Claude,gpt-baseline-medium,M014,gpt-baseline,gpt/baseline,medium,C,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Demand exogenous/endogenous + supply contracts/quality/capacity/lead time -> Supply and Demand Dimensions. Key C. Distractors: EPQ, Quantity Discounts, Planned Backorders."
codex,Codex,gpt-baseline-medium,M014,gpt-baseline,gpt/baseline,medium,C,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the best section match because all three details are explicitly part of the supply-and-demand dimensions discussion.
claude,Claude,gpt-baseline-medium,M015,gpt-baseline,gpt/baseline,medium,D,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Carrying costs (insurance, maintenance, opportunity) + shortage costs in lost sale or backorder -> Inventory Costs. Key D. Distractors: Reasons for Holding, EOQ Assumptions, Supply & Demand."
codex,Codex,gpt-baseline-medium,M015,gpt-baseline,gpt/baseline,medium,D,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the only option that directly matches the carrying-cost and shortage-cost description.
claude,Claude,gpt-baseline-medium,M016,gpt-baseline,gpt/baseline,medium,D,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"EOQ objective (minimize avg cost, infinite horizon, no shortages) + model assumes no shortages -> EOQ Model Assumptions. Key D. Distractors: Inventory Costs, EPQ, Planned Backorders."
codex,Codex,gpt-baseline-medium,M016,gpt-baseline,gpt/baseline,medium,D,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the strongest section match because both the EOQ objective and no-shortages assumption belong to EOQ model assumptions.
claude,Claude,gpt-baseline-medium,M017,gpt-baseline,gpt/baseline,medium,B,Inventory and EOQ Models.pdf,REVISE,3,2,3,4,True,,,False,False,True,True,False,Description says 'The EPQ model is a production planning model...' — 'EPQ Model' section name is embedded verbatim in description. Trivially answered by name matching. Should describe EPQ characteristics without naming the model directly.
codex,Codex,gpt-baseline-medium,M017,gpt-baseline,gpt/baseline,medium,B,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B directly names the model described by the no-shortages production setup and the condition P > D.
claude,Claude,gpt-baseline-medium,M018,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,REVISE,3,2,3,4,True,,,False,False,True,True,False,"Description says 'In the planned backorder model, pi denotes...' — 'Planned Backorders' section name is embedded in description ('planned backorder model'). Trivially answered."
codex,Codex,gpt-baseline-medium,M018,gpt-baseline,gpt/baseline,medium,A,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because the symbol π as shortage cost per item per unit time is specific to planned backorders.
claude,Claude,gpt-baseline-medium,M019,gpt-baseline,gpt/baseline,medium,B,Inventory and EOQ Models.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"All-units: c1>c2, price drops after quantity q + distinguishes incremental from all-units -> Quantity Discounts. Key B. Distractors: Inventory Costs, Dimensions, EPQ."
codex,Codex,gpt-baseline-medium,M019,gpt-baseline,gpt/baseline,medium,B,Inventory and EOQ Models.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the correct section match because both the all-units-discount condition and the contrast with incremental discounts belong to quantity discounts.
claude,Claude,gpt-baseline-medium,M020,gpt-baseline,gpt/baseline,medium,D,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Objective: right quantities/locations/time, minimize total system cost -> Supply Chain Management Definition. Key D. Distractors: Managing Uncertainty, Achieving Global Optimization, Supply Chain Magnitude."
codex,Codex,gpt-baseline-medium,M020,gpt-baseline,gpt/baseline,medium,D,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the best fit because the objective statement and emphasis on integration are the defining features of the supply chain management definition section.
claude,Claude,gpt-baseline-medium,M021,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,"Manufacturing prefers long runs + purchasing prefers stable volume -> Conflicting Objectives (general). Key B. Distractor C is 'Conflicting Objectives in Warehousing and Customer Service' — same root name, excellent plausible distractor. Requires distinguishing manufacturing/purchasing focus vs warehousing/customer focus."
codex,Codex,gpt-baseline-medium,M021,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the best section match because the stated manufacturing and purchasing preferences are the core examples of conflicting objectives.
claude,Claude,gpt-baseline-medium,M022,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,Customers want short LT/in-stock/variety/low prices + Warehousing wants low inventory -> Conflicting Objectives in Warehousing and Customer Service. Key A. The 'warehousing' specificity in description helps but still requires knowing the distinction from M021. Good question.
codex,Codex,gpt-baseline-medium,M022,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A directly matches the section focused on the tension between customer-service demands and warehousing cost objectives.
claude,Claude,gpt-baseline-medium,M023,gpt-baseline,gpt/baseline,medium,C,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Logistics costs increased + rising expectations + global supply chain challenges -> Today's Supply Chain Challenges. Key C. Distractors: Achieving Global, Supply Chain Potential, Managing Uncertainty."
codex,Codex,gpt-baseline-medium,M023,gpt-baseline,gpt/baseline,medium,C,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest match because all three details are explicit parts of today's supply chain challenges.
claude,Claude,gpt-baseline-medium,M024,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"15% increase in U.S. logistics costs as % GDP + energy/rail/truck/security pressures -> Increase in Logistics Costs. Key A. Distractors: Today's Challenges, Supply Chain Complexity, New Concepts."
codex,Codex,gpt-baseline-medium,M024,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because both the 15% chart increase and the listed pressures belong to the increase-in-logistics-costs discussion.
claude,Claude,gpt-baseline-medium,M025,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Grocery industry $30B savings + cereal box 104 days in supply chain -> Supply Chain Magnitude. Key B. New fact (104 days) not seen in easy batch. Distractors: Managing Uncertainty, Conflicting Objectives, New Concepts."
codex,Codex,gpt-baseline-medium,M025,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the correct match because the grocery-industry savings and cereal-transit example are part of the supply chain magnitude section.
claude,Claude,gpt-baseline-medium,M026,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Dell direct/build-to-order + manufacturers/suppliers eliminating wasteful practices -> Supply Chain Potential. Key B. Distractors: Complexity, Increase in Costs, Managing Uncertainty."
codex,Codex,gpt-baseline-medium,M026,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B best fits because the Dell and P&G success examples are explicitly used to illustrate supply chain potential.
claude,Claude,gpt-baseline-medium,M027,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"20,000 routes/12 airlines + 95% within 45 days -> Supply Chain Complexity. Key B. Distractors: What's New, Achieving Global, Managing Uncertainty."
codex,Codex,gpt-baseline-medium,M027,gpt-baseline,gpt/baseline,medium,B,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"B is the strongest section match because the route, airline, and delivery-timing details are the signature National Semiconductor example used to show supply chain complexity."
claude,Claude,gpt-baseline-medium,M028,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Supply contracts/collaboration/IS/DSS support global opt + sequential vs global contrast -> Achieving Global Optimization. Key A. Distractors: Increase in Costs, Conflicting Obj Warehousing, Managing Uncertainty."
codex,Codex,gpt-baseline-medium,M028,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the correct match because the sequential-versus-global-optimization contrast and the listed support mechanisms belong to achieving global optimization.
claude,Claude,gpt-baseline-medium,M029,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Enterprise includes fulfillment + development chains + demand not only uncertainty source -> Managing Uncertainty and Enterprise Chains. Key A. Distractors: Conflicting Obj Warehousing, Supply Chain Complexity, Achieving Global."
codex,Codex,gpt-baseline-medium,M029,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A best matches because all three ideas are central to the managing-uncertainty-and-enterprise-chains section.
claude,Claude,gpt-baseline-medium,M030,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Other themes (low-cost distribution, well-informed customers, Internet) + global competition reshaping logistics -> What's New in Logistics. Key A. Distractors: Increase in Costs, Supply Chain Magnitude, Supply Chain Complexity."
codex,Codex,gpt-baseline-medium,M030,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the strongest section match because both the listed themes and the global-competition/product-life-cycle point define what's new in logistics.
claude,Claude,gpt-baseline-medium,M031,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Push-pull strategies, direct-to-consumer, strategic alliances, postponement, dynamic pricing -> New Concepts. Key A. Phrase 'new concepts include' in description is somewhat self-describing, but specific list still requires recall of what constitutes 'New Concepts' vs other sections."
codex,Codex,gpt-baseline-medium,M031,gpt-baseline,gpt/baseline,medium,A,Introduction to Supply Chain Management.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because the listed ideas are the defining items in the New Concepts section.
claude,Claude,gpt-baseline-medium,M032,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,"Wal-Mart largest retail via efficient inventory + Xerox eliminated $700M inventory -> Inventory Management Success. Key C. Distractor A (Inventory Management Failure) is plausible — requires knowing Wal-Mart/Xerox are success stories, not failures. Excellent."
codex,Codex,gpt-baseline-medium,M032,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest match because all three examples are used to illustrate inventory management success.
claude,Claude,gpt-baseline-medium,M033,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,4,4,4,True,,,False,False,True,False,False,Dell forecast errors -> inventory write-downs + Liz Claiborne earnings decline from excess inventory -> Inventory Management Failure. Key D. Distractor B (Reorder Point Example) is clearly wrong. Excellent question distinguishing success from failure cases.
codex,Codex,gpt-baseline-medium,M033,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the correct section because the Dell and Liz Claiborne examples are explicitly part of inventory management failure.
claude,Claude,gpt-baseline-medium,M034,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Inventory policy affected by demand chars/LT/products/objectives/cost + objectives include SL/cost min -> Inventory Policy Drivers. Key D. Distractors: Multi-Period, Blockbuster Revenue Sharing, Supply Contracts Key Insights."
codex,Codex,gpt-baseline-medium,M034,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D best matches because both the list of drivers and the service-level/cost objective belong to inventory policy drivers.
claude,Claude,gpt-baseline-medium,M035,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Longer forecast horizon = worse + aggregate forecasts more accurate -> Three Principles of Forecasting. Key B. Distractors: Supply Contracts Comparison, Multi-Period Model, Inventory Management Failure."
codex,Codex,gpt-baseline-medium,M035,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the exact section match because these three statements are the named three principles of forecasting.
claude,Claude,gpt-baseline-medium,M036,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,3,4,True,,,False,False,True,True,False,"Description says 'The company has one production opportunity. SnowTime deals with fashion items...' — 'SnowTime' is named in the description, making 'SnowTime Sporting Goods' trivially identifiable. Should describe characteristics without naming the case."
codex,Codex,gpt-baseline-medium,M036,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the strongest fit because both details are the opening description of the SnowTime Sporting Goods example.
claude,Claude,gpt-baseline-medium,M037,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Production cost/unit $80 + salvage value $20 -> SnowTime Costs. Key B. Requires knowing these specific dollar figures belong to SnowTime. Distractors: (s,S) Policy, Risk Pooling Important Observations, Supply Contracts Results."
codex,Codex,gpt-baseline-medium,M037,gpt-baseline,gpt/baseline,medium,B,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,B is the exact section match because production cost and salvage value are the defining SnowTime cost parameters.
claude,Claude,gpt-baseline-medium,M038,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Units not sold impose marginal cost 60 + avg demand 13,100 + extra units earn marginal profit -> What to Make?. Key C. Requires knowing specific numbers belong to What to Make? optimization analysis. Distractors: Risk Pooling Results, Inventory Management Best Practice, SnowTime Scenarios."
codex,Codex,gpt-baseline-medium,M038,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"C best matches because the marginal cost, average demand, and marginal profit framing belongs to the What to Make? discussion."
claude,Claude,gpt-baseline-medium,M039,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"12k produced + demand 11k = profit $335k; 12k produced + demand 13k = profit $440k -> SnowTime Scenarios. Key C. Two specific profit calculations. Distractors: Reorder Point Components, Drawbacks of Revenue Sharing, Supply Contracts Comparison."
codex,Codex,gpt-baseline-medium,M039,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"C is the correct section match because the stated 12,000-jacket profit examples are exactly the SnowTime scenarios."
claude,Claude,gpt-baseline-medium,M040,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Optimal quantity depends on marginal profit vs marginal cost + risk increases with production quantity -> Key Insights from this Model. Key D. Distractors: Reorder Point, (s,S), Inventory Turns Factors."
codex,Codex,gpt-baseline-medium,M040,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,D is the best section match because both statements are explicit key insights drawn from the SnowTime model.
claude,Claude,gpt-baseline-medium,M041,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Manufacturer profit $440k + distributor order 12k units + supply chain profit $910k -> Supply Contracts Results. Key D. Distractors: SnowTime, Notation, What to Make?."
codex,Codex,gpt-baseline-medium,M041,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"D is the correct section match because the manufacturer profit, distributor quantity, and supply chain profit figures belong to supply contracts results."
claude,Claude,gpt-baseline-medium,M042,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Buyback total profit 985,700 + revenue sharing total profit 985,700 (same) -> Supply Contracts Comparison. Key C. Both buyback and revenue sharing yield same profit. Distractors: Risk Pooling Observations, Risk Pooling Results, Blockbuster Case."
codex,Codex,gpt-baseline-medium,M042,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"C is the strongest fit because the equal 985,700 total-profit outcomes are the signature comparison across buyback and revenue sharing."
claude,Claude,gpt-baseline-medium,M043,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Global opt yields 1,014,500 + buyback/revenue sharing improve but don't match global -> Supply Contracts Comparison with Global Optimization. Key C. Distinguishes from Supply Contracts Comparison (M042). Distractors: Three Principles, Inventory Management Failure, Why DC Holds Inventory."
codex,Codex,gpt-baseline-medium,M043,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C best matches because the global-optimization benchmark and the contract comparison are precisely the focus of that section.
claude,Claude,gpt-baseline-medium,M044,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Buyback/revenue sharing achieve through risk sharing + effective contracts replace sequential with global opt -> Supply Contracts: Key Insights. Key A. Distractors: Risk Pooling Results, Inventory Policy Drivers, Initial Inventory."
codex,Codex,gpt-baseline-medium,M044,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A is the exact section match because all three statements are the key insights about supply contracts.
claude,Claude,gpt-baseline-medium,M045,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Demand for video cassette starts high/decreases rapidly + $65/$3 rental = 22 rentals to break even -> Blockbuster Case. Key C. Distractors: SnowTime Sporting Goods, SnowTime Scenarios, (s,S) Policies."
codex,Codex,gpt-baseline-medium,M045,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the strongest fit because the fast-decaying video-cassette demand and the 22-rental break-even point are central details of the Blockbuster case.
claude,Claude,gpt-baseline-medium,M046,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Studios charged $8/copy + rentals rose 75% in test markets -> Blockbuster Revenue Sharing. Key C. Distractors: Changes in Inventory Turnover, (s,S) Policy, Inventory Management Failure."
codex,Codex,gpt-baseline-medium,M046,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the exact section match because the $8 copy charge and 75% rental increase are hallmark details of Blockbuster revenue sharing.
claude,Claude,gpt-baseline-medium,M047,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Administrative cost is drawback + retail effort shifts toward higher margin products -> Drawbacks of Revenue Sharing. Key C. Distractors: Supply Contracts Comparison, SnowTime Costs, Notation."
codex,Codex,gpt-baseline-medium,M047,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,C is the correct section because both stated drawbacks are explicitly discussed under drawbacks of revenue sharing.
claude,Claude,gpt-baseline-medium,M048,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"With substitute products, retailer pushes higher-margin product + can carry substitute or complementary products -> Revenue Sharing with Substitute or Complementary Products. Key A. Distractors: Blockbuster Case, Supply Contracts Comparison, Three Principles."
codex,Codex,gpt-baseline-medium,M048,gpt-baseline,gpt/baseline,medium,A,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,A best matches because the substitute/complementary product behavior is exactly the focus of that revenue-sharing section.
claude,Claude,gpt-baseline-medium,M049,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"If only old inventory sold, no setup cost + case asks about 7,000 or 10,000 remaining units -> Initial Inventory. Key D. Distractors: Notation, What to Make?, Risk Pooling Results."
codex,Codex,gpt-baseline-medium,M049,gpt-baseline,gpt/baseline,medium,D,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"D is the strongest fit because the carryover-inventory question about 7,000 or 10,000 units belongs to the initial-inventory discussion."
claude,Claude,gpt-baseline-medium,M050,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,3,3,4,4,True,,,False,False,True,True,False,"Gap between s and S driven by fixed costs + s is reorder point, S is order-up-to level -> (s,S) Policies. Key C. Distractors: Blockbuster Revenue Sharing, Inventory Policy Drivers, Blockbuster Case."
codex,Codex,gpt-baseline-medium,M050,gpt-baseline,gpt/baseline,medium,C,Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,True,True,,,False,True,True,True,,"C is the exact section match because the meanings of s and S and the fixed-cost-driven gap are defining features of (s,S) policies."
